class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
down,0.4934975504875183,0.21436123549938202,-0.48191577196121216,0.9999935626983643,0.5084617137908936,0.2024528980255127,-0.44376638531684875,0.9999746680259705,0.5175643563270569,0.2028496265411377,-0.4436991810798645,0.9999704360961914,0.5267907381057739,0.20345981419086456,-0.44353601336479187,0.9999704957008362,0.4755120873451233,0.20287610590457916,-0.4474777281284332,0.9999753832817078,0.4629795551300049,0.20368976891040802,-0.4474888741970062,0.999975860118866,0.4516598582267761,0.20472411811351776,-0.44751012325286865,0.9999773502349854,0.5422813296318054,0.21503004431724548,-0.23351581394672394,0.999914824962616,0.4354398548603058,0.2201715111732483,-0.2581467628479004,0.999947190284729,0.5162192583084106,0.2347373217344284,-0.40578481554985046,0.9999901652336121,0.4748312830924988,0.23480013012886047,-0.41208723187446594,0.9999912977218628,0.6341166496276855,0.3251189589500427,-0.14006130397319794,0.9999579191207886,0.36646661162376404,0.3282950222492218,-0.20705251395702362,0.9999492168426514,0.6698585152626038,0.44176584482192993,-0.03258610889315605,0.9719045162200928,0.3437759578227997,0.45164981484413147,-0.16264112293720245,0.9856621026992798,0.687710702419281,0.5494820475578308,-0.16102617979049683,0.9803100824356079,0.36290833353996277,0.5563305616378784,-0.2591365575790405,0.9679513573646545,0.6901811957359314,0.5845505595207214,-0.20742715895175934,0.9653152823448181,0.36076420545578003,0.592923104763031,-0.3154565393924713,0.9462969303131104,0.6762804985046387,0.5844152569770813,-0.26910990476608276,0.9659639596939087,0.3781832158565521,0.5902778506278992,-0.36886849999427795,0.9479592442512512,0.6705824136734009,0.5770162343978882,-0.18643291294574738,0.9638354778289795,0.3848658502101898,0.5814091563224792,-0.28358983993530273,0.94659823179245,0.58868807554245,0.5595225691795349,0.024774890393018723,0.9999094009399414,0.4401342272758484,0.5618836283683777,-0.025324570015072823,0.9999192357063293,0.6078395247459412,0.7075121998786926,0.12273000925779343,0.9855182766914368,0.42850592732429504,0.7120113372802734,0.059888165444135666,0.9909793138504028,0.6022503972053528,0.8250440359115601,0.6396421194076538,0.9799898266792297,0.4386642575263977,0.8438786864280701,0.5100097060203552,0.9826804995536804,0.5856645107269287,0.8385134935379028,0.6814327836036682,0.8764482736587524,0.44914931058883667,0.8538565635681152,0.5455323457717896,0.791441798210144,0.6446678042411804,0.8905672430992126,0.47267770767211914,0.9716793894767761,0.4568403661251068,0.9048885107040405,0.30824601650238037,0.969162106513977
down,0.48983362317085266,0.21594282984733582,-0.4078630208969116,0.9999945759773254,0.5053869485855103,0.2039925456047058,-0.3717513978481293,0.9999784827232361,0.5145572423934937,0.2044346034526825,-0.3717150092124939,0.999975323677063,0.5229077339172363,0.2052759826183319,-0.37160220742225647,0.9999751448631287,0.47213560342788696,0.2045360952615738,-0.3758071959018707,0.99997878074646,0.4599721133708954,0.20532268285751343,-0.3758425712585449,0.9999792575836182,0.44900378584861755,0.20638065040111542,-0.3758780062198639,0.9999803304672241,0.5373163819313049,0.21800664067268372,-0.1815568059682846,0.9999301433563232,0.4332483112812042,0.22223103046417236,-0.2072991281747818,0.9999558925628662,0.5126627683639526,0.2362242043018341,-0.34019291400909424,0.999991774559021,0.470691055059433,0.23628970980644226,-0.3466743230819702,0.9999926090240479,0.6280277967453003,0.32951369881629944,-0.10766638070344925,0.9999558925628662,0.36343875527381897,0.32962602376937866,-0.17194095253944397,0.9999467730522156,0.6604335904121399,0.4480389654636383,-0.0074487472884356976,0.9721901416778564,0.33697885274887085,0.4525705575942993,-0.12930187582969666,0.9867306351661682,0.6799457669258118,0.5527621507644653,-0.11912377178668976,0.980151891708374,0.35676753520965576,0.5573225021362305,-0.21719306707382202,0.9700584411621094,0.6860716342926025,0.5868160724639893,-0.15839309990406036,0.9655097723007202,0.3548305332660675,0.5942860245704651,-0.2671109139919281,0.9499102830886841,0.670586884021759,0.5864816308021545,-0.22145487368106842,0.9661170840263367,0.3734690248966217,0.5912349820137024,-0.31342366337776184,0.9513051509857178,0.6637697815895081,0.5789485573768616,-0.14490006864070892,0.9642653465270996,0.3802807331085205,0.5826555490493774,-0.23854921758174896,0.9503858089447021,0.5860370397567749,0.5619370937347412,0.0208424124866724,0.999913215637207,0.43538007140159607,0.5647090077400208,-0.021320540457963943,0.9999227523803711,0.5975406765937805,0.7095869779586792,0.06506528705358505,0.9866406917572021,0.42366477847099304,0.7136479020118713,0.048300452530384064,0.9912826418876648,0.5957213044166565,0.8266770243644714,0.5256993174552917,0.9812695384025574,0.43253830075263977,0.8471842408180237,0.4519367218017578,0.9837836623191833,0.5798689723014832,0.8385140299797058,0.5611248016357422,0.882742166519165,0.44483888149261475,0.855766236782074,0.48206663131713867,0.8023024201393127,0.6320802569389343,0.892315149307251,0.3659667372703552,0.9725876450538635,0.44690319895744324,0.9067814946174622,0.26058194041252136,0.9704793691635132
down,0.48896437883377075,0.21664755046367645,-0.4019884467124939,0.9999947547912598,0.5048187375068665,0.20456255972385406,-0.36624541878700256,0.9999791383743286,0.5140060186386108,0.20501956343650818,-0.36621230840682983,0.9999761581420898,0.5223928689956665,0.20591607689857483,-0.3661041557788849,0.9999759793281555,0.47145509719848633,0.20510490238666534,-0.37046492099761963,0.9999792575836182,0.4593183100223541,0.20588348805904388,-0.37049904465675354,0.9999797940254211,0.4484075903892517,0.20691625773906708,-0.37053295969963074,0.9999807476997375,0.5369707345962524,0.2187117636203766,-0.17670606076717377,0.9999328851699829,0.432758629322052,0.22275874018669128,-0.20305131375789642,0.9999575018882751,0.5119219422340393,0.237101212143898,-0.33433687686920166,0.9999920129776001,0.46968117356300354,0.23711052536964417,-0.34105822443962097,0.9999927878379822,0.6272915601730347,0.32983890175819397,-0.10329195111989975,0.9999545216560364,0.36310699582099915,0.32994356751441956,-0.1674601435661316,0.9999457001686096,0.6591349840164185,0.4485200345516205,-0.004811918828636408,0.9715827107429504,0.3367406725883484,0.4527248740196228,-0.12532150745391846,0.9869853854179382,0.6786314249038696,0.552890419960022,-0.11632391065359116,0.9796435832977295,0.35639727115631104,0.5575400590896606,-0.21227973699569702,0.970549464225769,0.6852938532829285,0.5870183110237122,-0.1551869958639145,0.9649487137794495,0.35442304611206055,0.5946133732795715,-0.2615845501422882,0.9507772326469421,0.6699870228767395,0.5867287516593933,-0.21817074716091156,0.9655478596687317,0.37294599413871765,0.5915247797966003,-0.307895302772522,0.9520952701568604,0.6630345582962036,0.5792183876037598,-0.14209026098251343,0.9637539386749268,0.37979307770729065,0.5829822421073914,-0.23352986574172974,0.9512943625450134,0.585414469242096,0.5622743964195251,0.019963303580880165,0.9999136328697205,0.4347207844257355,0.5650895237922668,-0.020437411963939667,0.9999232292175293,0.5969340801239014,0.7102643251419067,0.060938622802495956,0.986860454082489,0.42281877994537354,0.7141215801239014,0.04504871740937233,0.9912227988243103,0.5950626134872437,0.8270879983901978,0.5180603265762329,0.9814068078994751,0.4318070709705353,0.8477450609207153,0.4442737102508545,0.9838585257530212,0.5791805982589722,0.8387434482574463,0.5533031821250916,0.8827651143074036,0.44429320096969604,0.8560072183609009,0.47412559390068054,0.803097128868103,0.6311349868774414,0.8926441669464111,0.3597039580345154,0.9724916219711304,0.44595345854759216,0.9071175456047058,0.2539409101009369,0.970509946346283
down,0.522118330001831,0.21377672255039215,-0.32443737983703613,0.9999966621398926,0.5359928607940674,0.2009119838476181,-0.290922075510025,0.9999854564666748,0.545111358165741,0.20110704004764557,-0.2909409999847412,0.9999837875366211,0.5551043152809143,0.20147570967674255,-0.2908867299556732,0.999984085559845,0.5056481957435608,0.20173294842243195,-0.2933277487754822,0.9999841451644897,0.4929558038711548,0.20260407030582428,-0.29337078332901,0.9999842047691345,0.4812469482421875,0.20381969213485718,-0.29339799284935,0.9999850988388062,0.5690642595291138,0.21262340247631073,-0.10783795267343521,0.9999606013298035,0.46181541681289673,0.21818630397319794,-0.125052347779274,0.9999728202819824,0.5411093235015869,0.23336929082870483,-0.2582892179489136,0.9999938011169434,0.504215657711029,0.23376792669296265,-0.2625013291835785,0.9999946355819702,0.6525448560714722,0.3185678720474243,-0.045929014682769775,0.9999672770500183,0.3928641378879547,0.32297283411026,-0.08324436843395233,0.9999411106109619,0.6930270195007324,0.4264625906944275,0.043066903948783875,0.9754517674446106,0.3563123345375061,0.43812838196754456,-0.05671552196145058,0.9891818165779114,0.6975188851356506,0.5178306698799133,-0.08244099467992783,0.9811673164367676,0.37820881605148315,0.5224003195762634,-0.1827278733253479,0.9733838438987732,0.6990168690681458,0.5508102178573608,-0.12486959248781204,0.9697754383087158,0.38603317737579346,0.5570675730705261,-0.23038241267204285,0.9572446346282959,0.6819594502449036,0.5474557876586914,-0.17952419817447662,0.9695134162902832,0.4031110405921936,0.5510735511779785,-0.27235451340675354,0.9579168558120728,0.6754586100578308,0.536801815032959,-0.10364736616611481,0.9658236503601074,0.4065110981464386,0.5398514866828918,-0.20132355391979218,0.9556074142456055,0.6086047887802124,0.5488961338996887,0.021152358502149582,0.9999481439590454,0.4575156569480896,0.5519246459007263,-0.021844124421477318,0.9999455213546753,0.6176607608795166,0.7035872936248779,0.008081388659775257,0.9865134954452515,0.44403550028800964,0.7049809694290161,0.019973961636424065,0.9877575635910034,0.6081621646881104,0.822976291179657,0.4745275676250458,0.981401264667511,0.4470120966434479,0.8390403985977173,0.4154989421367645,0.981168270111084,0.5908547639846802,0.8339967727661133,0.5111532211303711,0.8607035279273987,0.4592665731906891,0.8466861248016357,0.44531935453414917,0.7596651315689087,0.6491385102272034,0.8873705863952637,0.320324182510376,0.9707193970680237,0.4657323360443115,0.8984606862068176,0.2330809235572815,0.9669530391693115
down,0.5223226547241211,0.22148607671260834,-0.49927863478660583,0.9999921917915344,0.5356655716896057,0.20828668773174286,-0.46047481894493103,0.9999853372573853,0.5442594289779663,0.20864228904247284,-0.46054142713546753,0.9999811053276062,0.5536475777626038,0.2092180699110031,-0.4605538547039032,0.9999816417694092,0.5054454803466797,0.20854714512825012,-0.4615747928619385,0.9999837875366211,0.4931744933128357,0.20920544862747192,-0.46155887842178345,0.9999809861183167,0.48178717494010925,0.2102441042661667,-0.4615621566772461,0.9999843239784241,0.56761234998703,0.2209141105413437,-0.21059955656528473,0.9999644756317139,0.46344277262687683,0.22485774755477905,-0.21940311789512634,0.999972939491272,0.5410222411155701,0.24047130346298218,-0.4052600562572479,0.9999924898147583,0.5044482350349426,0.2420675903558731,-0.4076903164386749,0.9999933838844299,0.6502911448478699,0.3228535056114197,-0.08001674711704254,0.9999368190765381,0.3937554955482483,0.32511618733406067,-0.07829611748456955,0.9999399781227112,0.6953707337379456,0.43925416469573975,-0.25708454847335815,0.9534662365913391,0.34320056438446045,0.44238772988319397,-0.266734778881073,0.9728541374206543,0.6809979677200317,0.40454140305519104,-0.7474417090415955,0.9714224338531494,0.3758772313594818,0.4222749173641205,-0.7576994895935059,0.9768069386482239,0.6715590953826904,0.3914838135242462,-0.8363401293754578,0.9545152187347412,0.39325135946273804,0.4216214120388031,-0.8474383354187012,0.9620920419692993,0.6693041920661926,0.3798220753669739,-0.8392074704170227,0.9533395767211914,0.39623311161994934,0.40740224719047546,-0.8496342301368713,0.9612975120544434,0.6658145189285278,0.38491296768188477,-0.7574387192726135,0.9409329295158386,0.3972596824169159,0.40699419379234314,-0.7688015103340149,0.9516843557357788,0.5979809761047363,0.5512184500694275,0.004337885417044163,0.9996871948242188,0.45687755942344666,0.554421067237854,-0.004793068394064903,0.9997237920761108,0.6155094504356384,0.717228889465332,-0.027214594185352325,0.9939597249031067,0.4387739300727844,0.7141339182853699,-0.021373361349105835,0.9952183365821838,0.6108655333518982,0.8323693871498108,0.5826911330223083,0.9893913269042969,0.4458951950073242,0.8465101718902588,0.46853160858154297,0.9912939667701721,0.5939554572105408,0.8441383838653564,0.6297155618667603,0.887535572052002,0.4602992832660675,0.8566893339157104,0.5049261450767517,0.8598421216011047,0.6458074450492859,0.894677996635437,0.37177330255508423,0.9826027750968933,0.46403470635414124,0.9065228700637817,0.2294929176568985,0.9844495058059692
down,0.52322918176651,0.21607080101966858,-0.5691148042678833,0.9999948143959045,0.5375638008117676,0.20280906558036804,-0.5294780135154724,0.9999920725822449,0.5458877086639404,0.2031276971101761,-0.5294967889785767,0.9999902248382568,0.5546468496322632,0.20367763936519623,-0.5294661521911621,0.9999896287918091,0.5056906938552856,0.20376180112361908,-0.5285100936889648,0.9999901056289673,0.4930948317050934,0.204790398478508,-0.5285322070121765,0.9999886751174927,0.4818865954875946,0.20611360669136047,-0.5285499095916748,0.9999896287918091,0.5673840641975403,0.2157714068889618,-0.28246039152145386,0.999981701374054,0.4631577730178833,0.22166107594966888,-0.28336477279663086,0.9999825358390808,0.5427793860435486,0.2355841100215912,-0.4778645932674408,0.9999962449073792,0.5034874081611633,0.2375749796628952,-0.4777507185935974,0.9999963045120239,0.6546549797058105,0.32638293504714966,-0.1563941389322281,0.9999696016311646,0.3932590186595917,0.3246217668056488,-0.14893648028373718,0.9999544024467468,0.7058495283126831,0.4545508027076721,-0.3693487346172333,0.9817253947257996,0.3366168141365051,0.4473568797111511,-0.39120784401893616,0.9827758073806763,0.6991894245147705,0.4192059636116028,-0.8975428342819214,0.992104709148407,0.35698598623275757,0.4152209162712097,-0.9236754775047302,0.9896115064620972,0.6892505288124084,0.4014880955219269,-0.9923885464668274,0.9842163324356079,0.37872880697250366,0.40861546993255615,-1.0192313194274902,0.9806042313575745,0.685969352722168,0.3874532878398895,-0.988221287727356,0.9836636781692505,0.3844597339630127,0.3942064642906189,-1.0098514556884766,0.9796126484870911,0.6822848320007324,0.3899155557155609,-0.9040676355361938,0.9772221446037292,0.38235554099082947,0.394987016916275,-0.9305055141448975,0.9721530675888062,0.5966650247573853,0.5536708831787109,0.008499190211296082,0.999747097492218,0.4551887810230255,0.5558686256408691,-0.00896757747977972,0.9997830390930176,0.6178731918334961,0.7157589793205261,0.016239583492279053,0.993628203868866,0.44212111830711365,0.7134761214256287,-0.015024743974208832,0.9957032203674316,0.6159971356391907,0.8320710062980652,0.6083139181137085,0.9891910552978516,0.44768762588500977,0.8438061475753784,0.4606510400772095,0.9903419613838196,0.5982824563980103,0.8441466689109802,0.6545856595039368,0.8969587087631226,0.46036219596862793,0.8540397882461548,0.49778398871421814,0.8499161601066589,0.654610812664032,0.8935109376907349,0.4024208188056946,0.9828372597694397,0.4718015491962433,0.9064225554466248,0.2326909452676773,0.9835724234580994
push,0.510884702205658,0.22969374060630798,-0.23123811185359955,0.9999943375587463,0.5286291241645813,0.21702270209789276,-0.19192875921726227,0.9999802112579346,0.5397598743438721,0.21758726239204407,-0.1919545829296112,0.9999765157699585,0.5485448837280273,0.2183854728937149,-0.1920499950647354,0.9999788999557495,0.49287673830986023,0.21699391305446625,-0.19297154247760773,0.9999791383743286,0.480937659740448,0.21751560270786285,-0.1930757313966751,0.9999781250953674,0.47014814615249634,0.2184377908706665,-0.19323132932186127,0.9999818205833435,0.5651430487632751,0.23104719817638397,0.007558355573564768,0.9999530911445618,0.4556924104690552,0.23368580639362335,-0.0009662918164394796,0.9999746084213257,0.5371677279472351,0.2498856484889984,-0.16268238425254822,0.9999882578849792,0.4917994737625122,0.24991293251514435,-0.16530217230319977,0.9999913573265076,0.6460529565811157,0.32092830538749695,0.06074408441781998,0.9998784065246582,0.38790163397789,0.32494884729385376,0.03264053165912628,0.9998120069503784,0.7671636343002319,0.3836105167865753,-0.17136923968791962,0.9958741664886475,0.27825063467025757,0.3983498215675354,-0.23855800926685333,0.997416615486145,0.7313302755355835,0.3459824025630951,-0.45041465759277344,0.9929059743881226,0.33750274777412415,0.33718428015708923,-0.5050490498542786,0.9923096895217896,0.7195875644683838,0.33203375339508057,-0.49476030468940735,0.9818017482757568,0.3670049011707306,0.33022698760032654,-0.5593249797821045,0.9782101511955261,0.704689085483551,0.32517337799072266,-0.46106839179992676,0.9782467484474182,0.38824981451034546,0.32324913144111633,-0.5013918280601501,0.9738474488258362,0.7016521096229553,0.3288716673851013,-0.4410615563392639,0.9717509150505066,0.38738882541656494,0.3249317407608032,-0.4893433451652527,0.9670029878616333,0.591507077217102,0.5619348883628845,0.00915453489869833,0.9998470544815063,0.445356547832489,0.5639891624450684,-0.009904851205646992,0.9997895956039429,0.6047252416610718,0.7187184691429138,-0.05249892920255661,0.9929516315460205,0.42871731519699097,0.7183288335800171,-0.017123406752943993,0.9941645860671997,0.6025763750076294,0.835963249206543,0.35122397541999817,0.9904007315635681,0.4372604489326477,0.8493779897689819,0.2717561721801758,0.9907916188240051,0.5859590768814087,0.8471111059188843,0.38026347756385803,0.9047397971153259,0.451351135969162,0.856915295124054,0.2912164330482483,0.861055850982666,0.6408421993255615,0.9006764888763428,0.19315814971923828,0.9847284555435181,0.45684126019477844,0.9131020307540894,0.0978892520070076,0.9844369888305664
push,0.5078031420707703,0.23729610443115234,-0.46975967288017273,0.9999904632568359,0.5252259373664856,0.2234814614057541,-0.4277645945549011,0.9999794363975525,0.536946177482605,0.22403684258460999,-0.4276883900165558,0.9999741315841675,0.5461490750312805,0.22502194344997406,-0.42756813764572144,0.9999772310256958,0.4898446798324585,0.2235153615474701,-0.42828822135925293,0.9999752640724182,0.47791796922683716,0.22400078177452087,-0.4282151162624359,0.9999724626541138,0.46775296330451965,0.2246660441160202,-0.42806750535964966,0.9999766945838928,0.5601861476898193,0.23660191893577576,-0.1698826402425766,0.9999471306800842,0.4534548819065094,0.23948350548744202,-0.17551091313362122,0.9999632239341736,0.5332571864128113,0.25767943263053894,-0.37496715784072876,0.999984085559845,0.4891010820865631,0.2578270435333252,-0.37589946389198303,0.999985933303833,0.6232624053955078,0.3261807858943939,-0.12634365260601044,0.9997664093971252,0.38829436898231506,0.3206011950969696,-0.17392803728580475,0.9996981620788574,0.668808102607727,0.3606710135936737,-0.7023263573646545,0.975975751876831,0.32175764441490173,0.3581581711769104,-0.7376081943511963,0.9949109554290771,0.7101224064826965,0.3433838486671448,-1.342590570449829,0.9800545573234558,0.3518954813480377,0.3137550950050354,-1.265640139579773,0.987286388874054,0.7187407612800598,0.3195829391479492,-1.469423770904541,0.964123010635376,0.3667091429233551,0.303297758102417,-1.3873398303985596,0.9692226052284241,0.7044717669487,0.31283846497535706,-1.4460986852645874,0.9596623182296753,0.388278603553772,0.2998766005039215,-1.3513925075531006,0.9646331071853638,0.6958447098731995,0.32234203815460205,-1.3542373180389404,0.9544540643692017,0.39101749658584595,0.30400240421295166,-1.2694437503814697,0.9585133194923401,0.5914097428321838,0.5624902248382568,0.012874857522547245,0.9998527765274048,0.44619882106781006,0.5642597675323486,-0.01314964983612299,0.9997933506965637,0.6037582159042358,0.7179652452468872,0.044330403208732605,0.9925908446311951,0.42757296562194824,0.7193024158477783,0.045125823467969894,0.9943142533302307,0.6004491448402405,0.835565984249115,0.5954614281654358,0.9909647107124329,0.4352601170539856,0.8499795794487,0.4876565933227539,0.990793764591217,0.5826559066772461,0.8464699387550354,0.6368598341941833,0.9124763607978821,0.44912466406822205,0.8581720590591431,0.5191380977630615,0.8646908402442932,0.6405118107795715,0.9009430408477783,0.4024258553981781,0.9850494861602783,0.45335784554481506,0.9135487079620361,0.26836150884628296,0.9831328988075256
push,0.49098077416419983,0.24783644080162048,-0.46541959047317505,0.9999656677246094,0.5088863372802734,0.23536351323127747,-0.425650954246521,0.9999615550041199,0.5211079716682434,0.2362077385187149,-0.42563286423683167,0.9999494552612305,0.532848060131073,0.23714151978492737,-0.42558836936950684,0.9999585747718811,0.4747137725353241,0.2345520406961441,-0.42210853099823,0.9999354481697083,0.46375295519828796,0.23472115397453308,-0.42204537987709045,0.9999193549156189,0.4541953504085541,0.23496897518634796,-0.42196547985076904,0.9999262690544128,0.5459158420562744,0.24634180963039398,-0.18281081318855286,0.9999129176139832,0.43877723813056946,0.24800296127796173,-0.16816622018814087,0.9998506903648376,0.5161945223808289,0.26671892404556274,-0.37695881724357605,0.9999638795852661,0.47199636697769165,0.26605209708213806,-0.37235233187675476,0.9999486207962036,0.6142048239707947,0.33391818404197693,-0.18332237005233765,0.9994340538978577,0.3841937482357025,0.3311011493206024,-0.19139467179775238,0.9990972280502319,0.6528695225715637,0.3496439456939697,-0.8011283874511719,0.9245317578315735,0.34158119559288025,0.350010484457016,-0.8232953548431396,0.9758058786392212,0.67303466796875,0.33210456371307373,-1.4053106307983398,0.9497832655906677,0.34733545780181885,0.3140667974948883,-1.4034316539764404,0.9552145004272461,0.6921368837356567,0.31488725543022156,-1.534346342086792,0.9320676326751709,0.3527356684207916,0.2992810904979706,-1.5328913927078247,0.9286990165710449,0.6790448427200317,0.30727988481521606,-1.5169779062271118,0.9276098012924194,0.3692244589328766,0.2949342131614685,-1.5080676078796387,0.9243514537811279,0.6654467582702637,0.3142439126968384,-1.4192445278167725,0.9242921471595764,0.3747956156730652,0.2998262643814087,-1.416944146156311,0.9213243722915649,0.5811867117881775,0.5640510320663452,0.007008942775428295,0.999828040599823,0.4380379617214203,0.5654689073562622,-0.007351504638791084,0.9997628927230835,0.5923963189125061,0.7185445427894592,0.026153812184929848,0.9917526245117188,0.42229321599006653,0.7216777205467224,0.03015770949423313,0.9943698048591614,0.5921748280525208,0.8369806408882141,0.5793729424476624,0.9902999997138977,0.4267720878124237,0.8542458415031433,0.4646812081336975,0.9897457957267761,0.5771037936210632,0.8478115200996399,0.618481457233429,0.8986074924468994,0.44032055139541626,0.8632891774177551,0.4934411346912384,0.8528304696083069,0.6248971223831177,0.9022964835166931,0.3590835928916931,0.982657790184021,0.4474518597126007,0.9180814623832703,0.2277771234512329,0.9794213175773621
push,0.48609787225723267,0.24785931408405304,-0.4568352997303009,0.9999565482139587,0.5034178495407104,0.23528851568698883,-0.41705000400543213,0.9999547004699707,0.5153327584266663,0.23594439029693604,-0.4170343279838562,0.9999396204948425,0.5268005728721619,0.2367515116930008,-0.4170040488243103,0.9999508261680603,0.47044143080711365,0.23480701446533203,-0.4114587903022766,0.9999225735664368,0.45988550782203674,0.23493075370788574,-0.41141238808631897,0.9999027252197266,0.45032694935798645,0.23512519896030426,-0.41139838099479675,0.9999104142189026,0.5395721793174744,0.24603025615215302,-0.17341452836990356,0.9999028444290161,0.4368901550769806,0.24831029772758484,-0.14756232500076294,0.9998274445533752,0.5116184949874878,0.2667998671531677,-0.36723390221595764,0.9999595880508423,0.46895572543144226,0.2662202715873718,-0.35973402857780457,0.9999409914016724,0.6135633587837219,0.3337632119655609,-0.16987915337085724,0.9992929697036743,0.38094279170036316,0.33056721091270447,-0.1708088219165802,0.9989596605300903,0.6548281311988831,0.3505760431289673,-0.7917627692222595,0.915303111076355,0.33605000376701355,0.3477969169616699,-0.7918076515197754,0.9711233973503113,0.6747336387634277,0.3280354142189026,-1.394179344177246,0.9427736401557922,0.33949515223503113,0.3109409213066101,-1.3526675701141357,0.9477118849754333,0.6929494738578796,0.3110634982585907,-1.520593285560608,0.9239302277565002,0.3458895683288574,0.2967049777507782,-1.4795854091644287,0.917933464050293,0.6788486838340759,0.30277612805366516,-1.5006791353225708,0.9193137884140015,0.3649013638496399,0.2933577001094818,-1.4501792192459106,0.9134523868560791,0.6650317311286926,0.3087901175022125,-1.4061921834945679,0.9165084958076477,0.3704579770565033,0.2983284294605255,-1.3629781007766724,0.91124027967453,0.5785925984382629,0.5640901327133179,0.006915846839547157,0.9998225569725037,0.4349956810474396,0.5660045742988586,-0.007292631082236767,0.9997603297233582,0.5898261070251465,0.7198398113250732,0.006342301610857248,0.9915708899497986,0.4197770953178406,0.7231919765472412,0.02219797670841217,0.9944432973861694,0.5877301096916199,0.8378538489341736,0.5829253196716309,0.989682674407959,0.4232265055179596,0.8545791506767273,0.4738406240940094,0.9893428087234497,0.5711957216262817,0.848337709903717,0.6268924474716187,0.8914349675178528,0.4387706220149994,0.8634353280067444,0.5058119893074036,0.8475360870361328,0.6213743090629578,0.9025730490684509,0.373557448387146,0.9810284972190857,0.4407517910003662,0.9183072447776794,0.24273617565631866,0.977986216545105
